x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.5940327644348145,0.7051926851272583,-3.6621655453927815e-05,0.5566133260726929,0.6904877424240112,-0.0065007735975086,0.5248332619667053,0.6596750617027283,-0.0172825753688812,0.4983477890491485,0.6364025473594666,-0.0331539958715438,0.4901691973209381,0.6076882481575012,-0.0479626953601837,0.5475267767906189,0.5850273966789246,0.0102869225665926,0.5190163254737854,0.551464319229126,-0.0161099452525377,0.5005072355270386,0.571099579334259,-0.0452916026115417,0.4942205250263214,0.5973142981529236,-0.0593053475022316,0.5603482127189636,0.5712830424308777,-0.0022494429722428,0.5442953109741211,0.5195457339286804,-0.0085714012384414,0.5264256000518799,0.4853372573852539,-0.0237538162618875,0.5107941627502441,0.4568619728088379,-0.0347078442573547,0.5768494606018066,0.5742889642715454,-0.0200640615075826,0.5692053437232971,0.52141273021698,-0.0257609840482473,0.5575900673866272,0.4850719571113586,-0.0365118086338043,0.5467044711112976,0.4541470408439636,-0.0415560007095336,0.5944378972053528,0.5904613733291626,-0.0396536700427532,0.5936919450759888,0.5470004677772522,-0.049031913280487,0.5899462103843689,0.5141109228134155,-0.0534832999110221,0.5849146842956543,0.4821188151836395,-0.0533297918736934
0.5947505831718445,0.706360936164856,-3.2019641366787255e-05,0.5559455752372742,0.6905865669250488,-0.0067842807620763,0.5243382453918457,0.6592686176300049,-0.0175705756992101,0.4978001713752746,0.6349153518676758,-0.0332394577562809,0.4907476902008056,0.6052770614624023,-0.0464078523218631,0.5480285882949829,0.5858675241470337,0.0098689803853631,0.5199776887893677,0.5518436431884766,-0.0154664227738976,0.5017012357711792,0.5707923769950867,-0.0445785298943519,0.4954988062381744,0.5964125394821167,-0.0595694035291671,0.5606734156608582,0.5724103450775146,-0.0024320252705365,0.5438734889030457,0.5195658206939697,-0.0073190657421946,0.5260701179504395,0.485124796628952,-0.0221359636634588,0.5103704929351807,0.4560370147228241,-0.0331377573311328,0.5767712593078613,0.5753238201141357,-0.0197896622121334,0.5688379406929016,0.5215943455696106,-0.0241015627980232,0.5573522448539734,0.4853606224060058,-0.0343427136540412,0.5460226535797119,0.4541526436805725,-0.0397051312029361,0.5937029123306274,0.5910305976867676,-0.0388783924281597,0.59386146068573,0.5478112101554871,-0.0474302507936954,0.5908594131469727,0.5153748393058777,-0.0522555261850357,0.585914671421051,0.4839187562465668,-0.0523286610841751
0.5949037075042725,0.7061544060707092,-2.9131762858014557e-05,0.5564549565315247,0.689960777759552,-0.004544373601675,0.5248108506202698,0.659095048904419,-0.016067050397396,0.4977858960628509,0.6362633109092712,-0.0330405011773109,0.4896809160709381,0.6073694229125977,-0.04792021214962,0.5483431816101074,0.5844734907150269,0.0078836139291524,0.5197643637657166,0.5509945154190063,-0.0186679847538471,0.5006151795387268,0.5714066624641418,-0.0472725853323936,0.4938952028751373,0.5980623364448547,-0.0613819696009159,0.560830295085907,0.5721300840377808,-0.0060865920968353,0.5444015264511108,0.5178224444389343,-0.0136742452159523,0.526300311088562,0.4838950335979461,-0.0290230363607406,0.5102142691612244,0.4549767971038818,-0.0396871529519557,0.5767499208450317,0.5767143964767456,-0.0243673101067543,0.5692589282989502,0.5217346549034119,-0.0312030762434005,0.5575565695762634,0.4858732223510742,-0.0422207936644554,0.5462192893028259,0.454941838979721,-0.0474029816687107,0.5931461453437805,0.5941832661628723,-0.0441877655684948,0.5934637784957886,0.5506529211997986,-0.0541446395218372,0.5898897051811218,0.5185021758079529,-0.0598219782114028,0.584287166595459,0.4877367317676544,-0.0600186139345169
0.5949195623397827,0.7063997983932495,-2.8460024623200297e-05,0.5558569431304932,0.6903465986251831,-0.0058335149660706,0.5238008499145508,0.6587629914283752,-0.0167232975363731,0.4968965649604797,0.63470059633255,-0.0326831489801406,0.4892344176769256,0.6056092381477356,-0.0462931580841541,0.5465962886810303,0.584746241569519,0.0083399042487144,0.5184250473976135,0.5504447221755981,-0.0170484650880098,0.4998798072338104,0.5705114006996155,-0.0456456094980239,0.4935243725776672,0.5965598225593567,-0.0602868683636188,0.559242844581604,0.5715596675872803,-0.0045963954180479,0.542204737663269,0.5184745192527771,-0.0109399864450097,0.524273157119751,0.4846200048923492,-0.026251720264554,0.5082914233207703,0.4556415677070617,-0.0371315814554691,0.5755500793457031,0.5750845074653625,-0.0220683068037033,0.5672935843467712,0.5211023092269897,-0.0278949588537216,0.5556936264038086,0.4848772287368774,-0.0393919609487056,0.5442827939987183,0.4534520804882049,-0.0453693233430385,0.5925794243812561,0.5916085839271545,-0.0411945395171642,0.5926350355148315,0.5483435392379761,-0.0509639419615268,0.5895340442657471,0.5158767104148865,-0.0568826720118522,0.5842262506484985,0.4839129447937011,-0.0578434728085994
0.5962437391281128,0.7058123350143433,-2.803850838972721e-05,0.5565946698188782,0.6897509694099426,-0.0042639202438294,0.5251290202140808,0.6592492461204529,-0.0155307063832879,0.4979992210865021,0.6365059614181519,-0.0324046425521373,0.4877946376800537,0.6079422235488892,-0.0479061268270015,0.5461153388023376,0.5838962197303772,0.0072042788378894,0.5176815390586853,0.5493004322052002,-0.018715064972639,0.499514639377594,0.5694781541824341,-0.0476912260055542,0.4937739372253418,0.5957466959953308,-0.0623300708830356,0.5589515566825867,0.5709471702575684,-0.0066597312688827,0.5414426326751709,0.518156886100769,-0.0137639204040169,0.5233898162841797,0.4853413105010986,-0.0288365539163351,0.5071308016777039,0.4571806192398071,-0.0393141284584999,0.5754839181900024,0.574852466583252,-0.0246295891702175,0.567613959312439,0.5208145380020142,-0.0311455000191926,0.5566404461860657,0.4846504628658294,-0.0430169329047203,0.5456910133361816,0.4531574845314026,-0.0490650311112403,0.5925647020339966,0.5917182564735413,-0.0440388694405555,0.5926719307899475,0.5487096309661865,-0.053946029394865,0.5891725420951843,0.5162031054496765,-0.0601282380521297,0.5833064913749695,0.4845998287200928,-0.0609501861035823
0.597231388092041,0.705324649810791,-2.448487066430971e-05,0.5571619868278503,0.6887692809104919,-0.0058696470223367,0.5254185795783997,0.6579320430755615,-0.0181166492402553,0.498250275850296,0.6354087591171265,-0.0359060168266296,0.4867422878742218,0.6067840456962585,-0.052635196596384,0.5463056564331055,0.583905816078186,0.0049431794323027,0.5170531868934631,0.5501759052276611,-0.0219201669096946,0.4977118968963623,0.5707792043685913,-0.0502436459064483,0.4911209344863891,0.5976361036300659,-0.0635823905467987,0.5590593814849854,0.5703890919685364,-0.0080279521644115,0.541549563407898,0.5173255205154419,-0.0159035231918096,0.5230250358581543,0.4847656786441803,-0.0309329181909561,0.5065923929214478,0.4570477604866028,-0.0405716486275196,0.5754430890083313,0.5741289258003235,-0.0251446384936571,0.5675921440124512,0.5198090672492981,-0.0318657234311103,0.555935800075531,0.4843185245990753,-0.0427342429757118,0.5445120930671692,0.4536603689193725,-0.0474703833460807,0.5923420190811157,0.590993344783783,-0.0441342741250991,0.5922917127609253,0.5483814477920532,-0.0538907051086425,0.5886980295181274,0.5162361860275269,-0.0595703683793544,0.5828070640563965,0.4849956333637237,-0.059673011302948
0.597914457321167,0.7041795253753662,-1.91689541679807e-05,0.5572147369384766,0.6884745955467224,-0.0053630457259714,0.5252142548561096,0.6570605039596558,-0.0172941796481609,0.4975931346416473,0.6341582536697388,-0.0350792445242404,0.4856712520122528,0.6061244606971741,-0.0521199665963649,0.5456407070159912,0.5832245945930481,0.0054371142759919,0.5170376300811768,0.5485300421714783,-0.0210401527583599,0.498333990573883,0.5689525008201599,-0.0497814491391181,0.4922181069850921,0.5955377817153931,-0.0636826455593109,0.5585947036743164,0.5697745084762573,-0.0080568389967083,0.5407728552818298,0.5166313648223877,-0.0159465335309505,0.5222537517547607,0.4842796921730041,-0.0311207808554172,0.5060913562774658,0.4569576382637024,-0.0411140546202659,0.5752946734428406,0.5731708407402039,-0.0257403720170259,0.566575288772583,0.518307089805603,-0.0329327695071697,0.5545804500579834,0.4828652441501617,-0.0445563234388828,0.5430724620819092,0.4526138007640838,-0.0503884591162204,0.592631995677948,0.5897892117500305,-0.0453039892017841,0.5920458436012268,0.5469136834144592,-0.0556713752448558,0.5881674885749817,0.514738142490387,-0.0618658736348152,0.5819963812828064,0.4834189116954803,-0.0628422573208808
0.5962446331977844,0.7044622302055359,-1.855924347182736e-05,0.5563086271286011,0.6886841654777527,-0.0041706576012074,0.5244808793067932,0.6567330956459045,-0.0150325121358037,0.4977355003356933,0.6337377429008484,-0.0322523489594459,0.4858326911926269,0.6056228280067444,-0.0490258820354938,0.5456555485725403,0.5815848708152771,0.0088914288207888,0.5163952708244324,0.548128604888916,-0.0172830466181039,0.4969240427017212,0.5694594979286194,-0.046384185552597,0.4902194142341614,0.5966832637786865,-0.0601665377616882,0.5585725903511047,0.5679907202720642,-0.0050845355726778,0.5407556295394897,0.5156482458114624,-0.0119846742600202,0.521619975566864,0.4834513664245605,-0.026959566399455,0.5045300126075745,0.4565110802650451,-0.0368839316070079,0.5750594139099121,0.5712963342666626,-0.023400530219078,0.5663112998008728,0.5173429846763611,-0.0291495844721794,0.5539382100105286,0.4826014935970306,-0.0399979948997497,0.5418516993522644,0.4531223177909851,-0.0452517159283161,0.5922117829322815,0.5878415107727051,-0.0437352024018764,0.5917325019836426,0.5449145436286926,-0.0530915297567844,0.5880239605903625,0.5125929117202759,-0.0584881454706192,0.581720232963562,0.481084793806076,-0.0589557141065597
0.5969357490539551,0.7031873464584351,-2.2067293684813197e-05,0.5563369393348694,0.687372088432312,-0.0061114709824323,0.5235236883163452,0.6552557945251465,-0.0181658938527107,0.4962872564792633,0.6310718655586243,-0.0356406606733799,0.4865045845508575,0.6021649837493896,-0.0518635883927345,0.5444411635398865,0.5821364521980286,0.0067407274618744,0.5161452293395996,0.5479812026023865,-0.0190637186169624,0.4977194368839264,0.5677090883255005,-0.0470757782459259,0.4916090369224548,0.5937610268592834,-0.0609478764235973,0.5577229261398315,0.5678694248199463,-0.0061955908313393,0.5388443470001221,0.5157104134559631,-0.0136070167645812,0.5203452110290527,0.4834809899330139,-0.0286058411002159,0.5044242143630981,0.4560383558273315,-0.0389460772275924,0.5748583674430847,0.5704268217086792,-0.0235902443528175,0.564893901348114,0.5165040493011475,-0.0304912682622671,0.5526806116104126,0.4811062812805176,-0.0420180596411228,0.5408779382705688,0.4504750967025757,-0.048102468252182,0.5928131937980652,0.5864282250404358,-0.042657297104597,0.591568112373352,0.5435085296630859,-0.0528551414608955,0.5878950953483582,0.5125613808631897,-0.0583672374486923,0.5818923711776733,0.4823784828186035,-0.0593705102801322
0.5969967842102051,0.7031144499778748,-2.146189581253566e-05,0.5566415786743164,0.6878153085708618,-0.0050728446803987,0.5238686800003052,0.6560612320899963,-0.0164795480668544,0.4963094294071197,0.6321876645088196,-0.0337360687553882,0.4867398738861084,0.6028040647506714,-0.0492291897535324,0.5447866320610046,0.5821067690849304,0.0086193829774856,0.5163069367408752,0.5472713112831116,-0.0176655184477567,0.4971924424171448,0.5672576427459717,-0.046448104083538,0.4902836680412292,0.5939733982086182,-0.0607037842273712,0.5577800869941711,0.5685327649116516,-0.0049648941494524,0.5400065779685974,0.515023410320282,-0.0122577967122197,0.5213028788566589,0.4829899668693542,-0.0270459782332181,0.5048203468322754,0.4562306404113769,-0.0372882187366485,0.5745378732681274,0.5717004537582397,-0.0229781549423933,0.5651341080665588,0.5165455937385559,-0.0299770459532737,0.5525075793266296,0.4808195233345032,-0.0413549952208995,0.54005366563797,0.4506545662879944,-0.0473015308380126,0.5921124219894409,0.5879104137420654,-0.0429959446191787,0.591131865978241,0.5439966320991516,-0.0533181056380271,0.5869529247283936,0.5115517973899841,-0.0590234212577343,0.5801663994789124,0.4803786277770996,-0.0599839352071285
